Category	Msg	Pattern
trojan-activity	ET EXPLOIT Possible click2play bypass Oct 19 2015 B64 1	"/^[A-Za-z0-9+/]*?(?:amF2YXgubmFtaW5nLkluaXRpYWxDb250ZXh0|phdmF4Lm5hbWluZy5Jbml0aWFsQ29udGV4d|qYXZheC5uYW1pbmcuSW5pdGlhbENvbnRleH)/R"
web-application-attack	ET WEB_SERVER Light Weight Calendar 'date' Arbitrary Remote Code Execution	"/date=\d{8}\)\;./Ui"
exploit-kit	ET EXPLOIT_KIT Nuclear EK IE Exploit Aug 23 2015	"/\?(?=[a-z\d\x3d&\x2e]*?[A-Z])(?=[A-Z\d=&\x2e]*?[a-z])(?=[A-Za-z=&\x2e]*?\d)[A-Za-z\d=&\x2e]{50,}$/U"
trojan-activity	ET CURRENT_EVENTS Possible WhiteLotus IE Payload	"/^\/\?[A-Za-z0-9]+=(?P<v1>[^&]+)&(?P=v1)=[A-Za-z0-9]+$/U"
command-and-control	ET MALWARE PoisonIvy HTTP CnC Beacon	"/^[0-9A-F]{12}/R"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback Response (Get Passwords)	"/^\d{1,6}\x00pl\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Remote Desktop)	"/^\d{1,6}\x00sc\x7e\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback Response (Remote Desktop)	"/^\d{1,6}\x00scPK\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback Response (File Manager)	"/^\d{1,6}\x00rn\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Get Passwords)	"/^\d{1,6}\x00ret\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Capture)	"/^\d{1,6}\x00cap\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Keylogging)	"/^\d{1,6}\x00kl\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (File Manager Actions)	"/^\d{1,6}\x00fm\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Process Listing)	"/^\d{1,6}\x00proc\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Registry Listing)	"/^\d{1,6}\x00rg\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Services Listing)	"/^\d{1,6}\x00srv\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Remote Shell)	"/^\d{1,6}\x00rs\x7c/i"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Microphone)	"/^\d{1,6}\x00mic\x7c/i"
exploit-kit	ET EXPLOIT_KIT Possible Nuclear EK Landing Nov 17 2015	"/^\/(?:[a-z0-9]+\/)?[^\x2f]+\?[a-z]{1,40}_id=\d{2,5}?&[a-z]{1,40}_id=\d{2,5}&[^&\x3d]+(?<!_id)=(?=[a-zA-Z0-9]+(?:[A-Z][a-z][A-Z]|\d[a-z][A-Z]|[A-Z]\d[A-Z]|[A-Z\d]{3}[a-z]))(?=[A-Fa-f0-9]*?[G-Zg-z])(?=[a-z0-9]*?[A-Z])(?=[A-Z0-9]*?[a-z])[A-Za-z0-9]{32}\x2e{0,2}$/U"
command-and-control	ET MALWARE Rincux CnC	"/^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}/Rs"
exploit-kit	ET DELETED Angler EK Payload URI Struct May 28 2015 M1	"/^\/(?=[a-z0-9_-]{0,47}?[A-Z][a-z0-9_-]{0,46}?[A-Z])(?=[A-Z0-9_-]{0,47}?[a-z][A-Z0-9_-]{0,46}?[a-z])(?=[A-Za-z_-]{0,47}?[0-9][A-Za-z_-]{0,46}?[0-9])[A-Za-z0-9_-]{48}\.[a-z]{2,25}\d?\??/U"
trojan-activity	ET MALWARE ELF/muBoT IRC Activity 6 (SOCKS)	"/^NOTICE [^\r\n]+? \x3aREWRITING\x0a[^\r\n]+?\x0ato\x0a[^\r\n]+?\x0a/s"
exploit-kit	ET EXPLOIT_KIT Possible Nuclear EK Landing Nov 27 2015	"/&cat_no=\d{2,5}?&no=\d{2,5}&[^&\x3d]+(?<!_no)=(?=[a-zA-Z0-9]+(?:[A-Z][a-z][A-Z]|\d[a-z][A-Z]|[A-Z]\d[A-Z]|[A-Z\d]{3}[a-z]))(?=[A-Fa-f0-9]*?[G-Zg-z])(?=[a-z0-9]*?[A-Z])(?=[A-Z0-9]*?[a-z])[A-Za-z0-9]{32}\x2e{0,2}$/U"
exploit-kit	ET EXPLOIT_KIT Unknown Java Exploit Version Check with hidden applet	"/\x3capplet[^\x3e]+visibility[^\x3e]+hidden[^\x3e]/i"
trojan-activity	ET WEB_CLIENT Runforestrun Malware Campaign Infected Website Landing Page Obfuscated String JavaScript DGA	"/\x2A[a-z0-9]{10}\x2A\x2Fwindow\x2Eeval\x28String\x2EfromCharCode\x28[0-9]{1,3}\x2C[0-9]{1,3}\x2C/sm"
trojan-activity	ET WEB_CLIENT Unknown_s=1 - Landing Page - 10HexChar Title and applet	"/<title>[a-f0-9]{10}<\/title>/"
trojan-activity	ET WEB_CLIENT Unknown_s=1 - Landing Page - 100HexChar value and applet	"/value=.[a-f0-9]{100}/"
trojan-activity	ET DELETED Possible CryptoWall encrypted download	"/^[\x00-\x0c]\x00\x00\x00[a-z0-9]{6,12}\x00/s"
command-and-control	ET MALWARE Possible Gootkit CnC SSL Cert M1	"/^.{3}(?P<var>[a-z]+)\x20.*?\x55\x04\x03.{2}www\.[a-z](?P=var)/Rsm"
trojan-activity	ET DELETED Angler encrypted payload Nov 23 (3)	"/^(?:\x62|\x1b)/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Mon Dec 21 2015 5	"/^\s*?[a-z]+\s*?=\s*?\x28\d+[<>]\d+\?\s*?\x22[^\x22]+\x22\s*?\x3a\s*?\x22[^\x22]+\x22\s*?\x29\s*?[\x3b\x2b].*?(?<=[\x3d\x2b])\x28\d+[<>]\d+\?\s*?\x22[^\x22]+\x22\s*?\x3a\s*?\x22[^\x22]+\x22\s*?\x29\s*?[\x3b\x2b].*?(?<=[\x3d\x2b])\x28\d+[<>]\d+\?\s*?\x22[^\x22]+\x22\s*?\x3a\s*?\x22[^\x22]+\x22\s*?\x29\s*?[\x3b\x2b].*?(?<=[\x3d\x2b])\x28\d+[<>]\d+\?\s*?\x22[^\x22]+\x22\s*?\x3a\s*?\x22[^\x22]+\x22\s*?\x29\s*?[\x3b\x2b]/Rsi"
web-application-attack	ET DOS Skype FindCountriesByNamePattern property Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*22C83263-E4B8-4233-82CD-FB047C6BF13E/si"
attempted-user	ET EXPLOIT Possible Foxit PDF Reader Authentication Bypass Attempt	"/Type\x2FAction.+Launch.+\x28\x2F[a-z]\x2F[a-z].+NewWindow\x20true/si"
attempted-admin	ET EXPLOIT Microsoft Windows Common Control Library Heap Buffer Overflow	"/^=\s*\x22\s*[^\s\x22\x28]{1000}/iR"
trojan-activity	ET MALWARE NanoLocker Check-in (ICMP) M2	"/^(?=[A-F1-9]*?[a-km-zGHJ-NP-Z])[a-km-zA-HJ-NP-Z1-9]{25,34}(?:64)?$/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Jan 6th 2016 M2	"/^\s*?=\s*?[\x22\x27]<iframe\s*?src\s*?=/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Jan 6th 2016 M2	"/^\d{3,}/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Jan 6th 2016 M2	"/^\s*?/Rs"
trojan-activity	ET MOBILE_MALWARE Possible Mobile Malware POST of IMEI International Mobile Equipment Identity in URI	"/imei=\d{2}-?\d{6}-?\d{6,}-?\d{1,}/Ui"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M3	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])3(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M4	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])4(?:(?P=sep)|\d)*?$/U"
attempted-user	ET EXPLOIT MySQL Heap based buffer overrun Exploit Specific	"/^(USE|PASS|SELECT|UPDATE|INSERT|ASCII|SHOW|CREATE|DESCRIBE|DROP|ALTER)\s+?(.{1})\2{300}/Ri"
exploit-kit	ET EXPLOIT_KIT Probable Nuclear exploit kit landing page	"/^\/[0-9a-f]{32}\.html$/U"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Dridex)	"/^.{2}(?!GoDaddy)[A-Z][a-z]+\s[A-Z][a-z]+\s[A-Z]/Rs"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Dridex)	"/^.{2}[a-z]{5,}\.[a-z]{2}[01]/R"
exploit-kit	ET EXPLOIT_KIT Possible Sweet Orange payload Request	"/^\/[a-z\_\-]{4,20}\.php\?(?:[a-z\_\-]{4,20}=\d+?&){3,}[a-z\_\-]{4,20}=-?\d+$/U"
exploit-kit	ET EXPLOIT_KIT Possible Sweet Orange IE Payload Request	"/^\/[a-z\_\-]{4,10}\.php\?([a-z\_\-]{4,10}=\d{1,3}&){7,}[a-z\_\-]{4,10}=-?\d+$/U"
exploit-kit	ET EXPLOIT_KIT Possible Sweet Orange Flash/IE Payload Request	"/^\/[a-z\_\-]{4,10}\.php\?([a-z\_\-]{0,10}=\d{1,3}&){3,}[a-z\_\-]{4,10}=-?\d+$/U"
exploit-kit	ET EXPLOIT Possible Sweet Orange CVE-2014-6332 Payload Request	"/^\/[a-z\_\-]{4,10}\.php\?(?:[a-z\_\-]{0,10}=\d+?&){3,}[a-z\_\-]{4,10}=-?[a-z0-9]+$/U"
trojan-activity	ET WEB_CLIENT Internet Explorer Memory Corruption Vulnerability (CVE-2016-0063)	"/^\s*\([^\)]*\)\s*\.\s*prototype\s*\.\s*(?:hasFeature|isPrototypeOf)/Rsi"
attempted-user	ET EXPLOIT MS16-009 IE MSHTML Form Element Type Confusion (CVE-2016-0061)	"/^\s*\[\s*[\x22\x27]\\u[a-f0-9]{4}\\u[a-f0-9]{4}/Rsi"
attempted-user	ET EXPLOIT Possible 2015-7547 Malformed Server response	"/^[^\x00]+\x00\x00\x01/R"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Quakbot CnC)	"/^.{2}[a-z]{25}\.[a-z]{2,3}[01]/Rs"
attempted-user	ET EXPLOIT Possible 2015-7547 PoC Server Response	"/^(?:.[a-z0-9-]{2,}){2,}\x00\x00(?:\x01|\x1c)/Ri"
attempted-user	ET EXPLOIT Possible CVE-2015-7547 Long Response to A lookup	"/^.{6}[^\x00]+/Rs"
command-and-control	ET MALWARE FrameworkPOS CnC Server Reporting IP Address To Agent	"/^(?:(?:[0-9]{1,3}\.){3}[0-9]{1,3})(?:={2})/R"
exploit-kit	ET EXPLOIT_KIT Exploit Kit Java jpg download	"/\.jpg$/U"
trojan-activity	ET DELETED Angler encrypted payload Nov 23 (4)	"/^(?:\x8b|\xf2)/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirect Leading to EK Feb 23 2016	"/^\s+\d+\x3b\s*\}/R"
trojan-activity	ET MALWARE Andromeda Download (set)	"/\/\?[A-Z]{10,}$/U"
social-engineering	ET DELETED Possible Fake AV Phone Scam Long Domain M3 Feb 29	"/^[a-z0-9\x02-\x50]{100,}\x00\x00\x01\x00\x01$/Rsi"
trojan-activity	ET DELETED Possible Spam/Phish Campaign Feb 25 2016	"/\/[a-z]\/\?[A-Z]{10}$/U"
trojan-activity	ET DELETED Possible Spam/Phish Campaign Feb 25 2016	"/^Host\x3a\x20[^\r\n]+\.pw\r?$/Hmi"
bad-unknown	ET POLICY PDF With Embedded File	"/\x3C\x3C[^>]*\x2FEmbeddedFile/sm"
bad-unknown	ET INFO Generic HeapSpray Construct	"/^\s*?\([^\)]*?(?P<var>[^\.]+)\s*?\.\s*?length\s*<\s*(?:0?[0-9]{5,}|0x[a-z0-9]{3,})[^)]+\)\s*?\{\s*?(?P=var)\s*?=\s*?(?P=var)\s*?\+\s*?(?P=var)\s*?\}/Rsi"
exploit-kit	ET EXPLOIT_KIT Possible Evil Redirector Leading to EK EITest Mar 27	"/^\/(?=[a-z][a-z\x2f]*\d[a-z\x2f]+\d[a-z\x2f]+\d[a-z\x2f]+\d[a-z\x2f]+\d)[a-z0-9\x2f]+\/$/U"
exploit-kit	ET EXPLOIT_KIT Possible Evil Redirector Leading to EK EITest Mar 27 M2	"/^\/(?=[a-z][a-z\x2f]*-[a-z\x2f]+-)[a-z\x2f-]+\/$/U"
command-and-control	ET MALWARE HOMEUNIX/9002 CnC Beacon	!"/^[\x20-\x7e\r\n]+$/"
trojan-activity	ET MALWARE Possible Locky JS Downloading Payload	"/^\/(?=[a-z]{0,9}?\d)(?=\d{0,9}?[a-z])[a-z0-9]{6,10}$/U"
trojan-activity	ET MALWARE Possible Locky JS Downloading Payload	"/^User-Agent\x3a[^\r\n]+?(?:MSIE|rv\x3a11)/Hm"
exploit-kit	ET EXPLOIT_KIT DRIVEBY Nuclear EK Exploit Struct Jan 23 2015	"/^\/[A-Z](?=[A-Za-z]{0,148}\d)[A-Za-z0-9]{49,148}$/U"
exploit-kit	ET EXPLOIT_KIT DRIVEBY Nuclear EK Exploit Struct Jan 23 2015	"/^http\x3a\/\/[^\x2f]+\/[A-Z](?=[a-z0-9]+[A-Z])(?=[A-Z0-9]+[a-z])[A-Za-z0-9]{9,}\.html?\r?$/RHmi"
trojan-activity	ET MALWARE ZeroAccess HTTP GET request	"/\/\d{10}\?w=\d{3}&i=\d{6,10}&v=\d\.\d$/U"
successful-admin	ET EXPLOIT Open MGate Device	"/^\x20+\x3a\x20MGate/R"
successful-admin	ET EXPLOIT Open MGate Device	"/^\x20+\x3a\x20(?:[0-9A-F]{2}\x3a){5}[0-9A-F]{2}\x0d\x00\x0a/R"
web-application-attack	ET DELETED Possible GRANT TO SQL Injection Attempt	"/GRANT.{1,5}TO/Ui"
web-application-attack	ET ACTIVEX COM Object Instantiation Memory Corruption Vulnerability MS05-054	"/000(2(042[1-5]|1401|000D)|6F071)-0000-0000-C000-000000000046|6E2271(FB|0[9A-F])-F799-11CF-9227-00AA00A1EB95|ECAB(AFC0|B0AB)-7F19-11D2-978E-0000F8757E2A|3050F4F5-98B5-11CF-BB82-00AA00BDCE0B|DF0B3D60-548F-101B-8E65-08002B2BD119|2D2E24CB-0CD5-458F-86EA-3E6FA22C8E64|51B4ABF3-748F-4E3B-A276-C828330E926A|E4979309-7A32-495E-8A92-7B014AAD4961|62EC9F22-5E30-11D2-97A1-00C04FB6DD9A|B1D4ED44-EE64-11D0-97E6-00C04FC30B4A|D675E22B-CAE9-11D2-AF7B-00C04F99179F/i"
trojan-activity	ET HUNTING Suspicious User-Agent Beginning with digits - Likely spyware/trojan	"/^\d+/V"
attempted-admin	ET ATTACK_RESPONSE Possible CVE-2016-1287 Inbound Reverse CLI Shellcode	"/^(?:\d{1,3}\.){3}\d{1,3}\/\d+\x00$/Ri"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M0	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])0(?:(?P=sep)|\d)*?$/Ui"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M1	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])1(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M2	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])2(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M5	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])5(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M6	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])6(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M7	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])7(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M8	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])8(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Fiesta Payload/Exploit URI Struct M9	"/^\/[a-z0-9_-]+\/[A-Za-z0-9_-]{36}(?P<sep>[\x2c\x3b])9(?:(?P=sep)|\d)*?$/U"
exploit-kit	ET DELETED Redkit Java Exploit request to .class file	"/\/\w{1,2}\/\w{1,2}\.class$/U"
bad-unknown	ET WEB_CLIENT Google Chrome Pdfium JPEG2000 Heap Overflow	"/^[\x52\x5c\x64\x65\x90\x93]/R"
misc-attack	GPL DELETED WINS overflow attempt	!"/^.{8}(\x05\x37(\x1E[\x90-\xFF]|[\x1F-\x2F].|\x30[\x00-\x70])|\x00\x00\x00[\x00-\x65]|\x02\x68\x05\xC0)/s"
attempted-admin	ET EXPLOIT Possible Symantec Malicious MIME Doc Name Overflow (EICAR) toclient M2	"/^\s*=\s*[\x22\x27][^\x22\x27\r\n]{78}/R"
trojan-activity	ET DELETED Zango-Hotbar User-Agent (zb-hb)	"/User-Agent\:[^\n]+zb-hb-/Hi"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading To EK Jul 10 M1	"/\.js\?chebstr=0\.\d+$/U"
trojan-activity	ET DELETED Trojan-Downloader.Win32.Small.hkp Checkin via HTTP	"/^[^\r\n]*\/[0-9a-f]{78}\sHTTP/Ri"
exploit-kit	ET DELETED Possible Angler EK Landing URI Struct June 13 M1	"/^\/index\.php\?[a-z]{8,80}=(?:\d{10,13}|\d{15,20})$/U"
exploit-kit	ET DELETED Possible Angler EK Landing URI Struct June 13 M1	"/Referer\x3a\x20http\x3a\x2f+(?P<refhost>[^\x3a\x2f\r\n]+).*?\r\nHost\x3a\x20(?!(?P=refhost))/Hsi"
exploit-kit	ET DELETED Possible Angler EK Landing URI Struct June 13 M2	"/Host\x3a\x20(?P<refhost>[^\x3a\r\n]+).*?\r\nReferer\x3a\x20https?\x3a\x2f\x2f(?!(?P=refhost))/Hsi"
exploit-kit	ET DELETED Possible Nuclear EK Landing URI Struct T1	"/^\/[A-Z](?=[a-z0-9]*?[A-Z][a-z0-9]*?[A-Z])(?=[A-Z0-9]*?[a-z][A-Z0-9]*?[a-z])[A-Za-z0-9]{9,}\.html$/U"
exploit-kit	ET DELETED Possible Nuclear EK Landing URI Struct T1	"/Host\x3a\x20(?=[0-9]{0,22}[a-z])(?=[a-z]*?[0-9][a-z]{0,22}[0-9])[a-z0-9]{23}\x2e[^\x2e\r\n]+\x2e[^\x2e\r\n]/H"
exploit-kit	ET DELETED Possible Nuclear EK Landing URI Struct Oct 26 2015	"/&id=\d+(?:\x3a(?:[a-z0-9]*?[A-Z])(?:[A-Z0-9]*?[a-z])[A-Za-z0-9]{10,}\.{0,2})?&catid=\d+&itemid=\d+$/U"
social-engineering	ET WEB_CLIENT Tech Support Phone Scam Landing Jul 29 M1	"/^\s*\(\s*function\s*\(\s*\)\s*\{\s*alert/Ri"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading To EK Jul 30 M1	"/\.js\?chbstr=0\.\d+$/U"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Aug1 2016	"/^[^\r\n\x22\?]+[&?][^=\r\n\x22]+=[a-f0-9]+[^\r\n\x22\?]*[&?][^=\r\n\x22]+=[a-f0-9]+\x22\s*\x3b\s*head\.appendChild\(\s*script\s*\)\x3b/R"
exploit-kit	ET DELETED Safe/CritX/FlashPack URI with Windows Plugin-Detect Data	"/\/pd\.php\?id=[a-f0-9]+$/U"
misc-attack	ET EXPLOIT CISCO FIREWALL SNMP Buffer Overflow Extrabacon (CVE-2016-6366)	"/^(?:\x01(?:(?:\x01(?:(?:\x04(?:(?:\x03(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b])?)?|\x04(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b])?)?|\x01(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a])?)?|\x02(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a])?)?))?|\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c])?|\x02(?:[\x01\x02\x03\x04])?|\x03(?:[\x01\x02])?))?|\x03(?:(?:\x03(?:\x01(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e])?)?)?|\x01(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f\x10\x11\x12\x13])?|\x02(?:[\x01\x02])?))?|\x05(?:(?:\x02(?:\x01(?:[\x01\x02\x03\x04\x05\x06\x07])?)?|\x01(?:[\x01\x02\x03])?))?|\x02(?:(?:[\x01\x02]|\x03(?:\x01(?:[\x01\x02\x03])?)?))?|\x06(?:\x01(?:[\x01\x02\x03\x05\x06\x07\x08\x09\x0a\x0b])?)?|\x07(?:[\x01\x02])?|\x04))?|\x02(?:(?:\x02(?:[\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c])?|(?:\x01)?\x01))?)/Rsi"
trojan-activity	ET MALWARE Backdoor.Win32.DarkComet Keepalive Outbound	"/^KEEPALIVE\d+$/"
social-engineering	ET WEB_CLIENT Possible Fake AV Phone Scam Landing Feb 26	"/^\/[a-zA-Z0-9]+\.html$/U"
social-engineering	ET WEB_CLIENT Possible Fake AV Phone Scam Landing Feb 26	"/\x0d\x0aHost\x3a\x20[a-f0-9]{20}-[a-f0-9]{32}\.r[0-9]{1,2}\.cf[0-9]\.rackcdn\.com\x0d\x0a/H"
trojan-activity	ET MALWARE Zlader Ransomware Worm Propagating Over SMB v1 ASCII	"/\x24RECYCLE\.BIN\.\x7B[0-9A-F]{8}\x2D(?:[0-9A-F]{4}\x2D){3}[0-9A-F]{12}\x7D\x5C\x7B[0-9A-F]{8}\x2D(?:[0-9A-F]{4}\x2D){3}[0-9A-F]{12}\x7D\.(?:scr|pif|cmd)/i"
attempted-user	ET EXPLOIT Possible Android Stagefright MP4 (CVE 2016-3861) ROP	"/^(\x41\xd8\x41\xd8\x41\xdc){2,}\x41\x00/R"
exploit-kit	ET EXPLOIT_KIT Possible Evil Redirector Leading to EK EITest Sep 02 M2	"/^\/(?=[a-z\d]+[+-][a-z\d]+[+-][a-z\d]+[+-])[a-z\d+-]*\/$/U"
exploit-kit	ET EXPLOIT_KIT RIG EK Landing Sep 12 2016 T2	"/^\s*\(\s*[\x22\x27][\x00-\x09\x80-\xff][\x22\x27]\s*\)\s*\x3b\s*[A-Za-z0-9]+\s*=\s*[\x22\x27]/Rsi"
trojan-activity	ET MALWARE Windows net statistics workstation Microsoft Windows DOS prompt command exit OUTBOUND	"/^[^\\\*\+\=\|\:\;\x22\?\<\>\,\#][A-Z0-9-!@#\$%^&\(\)\x20_{}\.~]{1,14}/Rsi"
command-and-control	ET DELETED W32/Symmi.23950 Dropper CnC Beacon 2	"/^\x2Fsearch\x2F\x3F[a-z]{2,5}\x3D/U"
exploit-kit	ET MALWARE BleedingLife EK Payload Request	"/\.php\?e=\d{4}\-\d{4}&h=[a-f0-9]{32}$/Ui"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Sep 26 2016 T2	"/^\s*\x27[^\x27]+\x27width=\x27250\x27\sheight=\x27250\x27>\s*<\/iframe>\s*<\/div>/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Sep 20 2016	"/^[\x3b\x2c]postRequest\x28cfg\.urlSoftDetectorCallback/Ri"
trojan-activity	ET EXPLOIT_KIT Eval With Base64.decode seen in DOL Watering Hole Attack 05/01/13	"/^[\r\n\s]*?Base64\.decode[\r\n\s]*?\x28[\r\n\s]*?[\x22\x27]/Ri"
exploit-kit	ET EXPLOIT_KIT SunDown EK Flash Exploit Sep 22 2016	"/^\/\d+\/\d+\.swf$/U"
exploit-kit	ET EXPLOIT_KIT SunDown EK Flash Exploit Sep 22 2016	"/Referer\x3a\x20http\x3a\x2f\x2f[^\r\n\x2f]+\/index\.php\?[^\x3d&]+=(?:[A-Za-z0-9_-]{4})*(?:[A-Za-z0-9_-]{2}==|[A-Za-z0-9_-]{3}=)?\r\n/H"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Oct 19 2016	"/^Content-Length\x3a\x20\d{2,3}\r?$/Hmi"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Oct 19 2016	"/^(?=[^\n>]*position\x3aabsolute)(?=[^\n>]*top\x3a\x20-\d+px\x3b)[^\n]*<iframe(?=[^\n>]*width=\d{3})(?=[^\n>]*height=\d{3})[^\n>]*src=[\x22\x27]http[^\n>]+\s*>\s*/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Oct 19 2016	"/^[^\n]*\x29\x3b$/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK Oct 19 2016 T2	"/^\s*(?P<var>[^\r\n\s\x3d\x2c\x3b]+)\s*=[^\n]*<iframe(?=[^\n>]*top\x3a-\d+px\x3b)[^\n>]+src\s*=\s*\x5c?[\x22\x27]http[^\n>]+>\s*<\/iframe>\x22\x3bdocument\.write\((?P=var)\)\x3b\s*$/R"
command-and-control	ET MALWARE Ransomware/Cerber Checkin 2	"/^[a-f0-9]{7,}$/R"
exploit-kit	ET EXPLOIT_KIT Evil Redirector Leading to EK EITest Inject Oct 17 2016	"/^[^\x2f\x22\x27]+\/\?[^=&\x22\x27]+=l3S/Ri"
trojan-activity	ET DELETED Possible CryptoWall download from e-mail link March 9 2015	"/\.zip$/U"
trojan-activity	ET DELETED Possible CryptoWall download from e-mail link March 9 2015	"/^Referer\x3a\x20http\x3a\/\/[^\x2f]+\/[a-z0-9]{6}\/[a-z0-9]{5}\.html\r?$/Hm"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Dridex)	"/^[A-Z]{2}/R"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Dridex)	"/^.{2}[A-Z][a-z]{3,}\s(?:[A-Z][a-z]{3,}\s)?(?:[A-Z](?:[A-Za-z]{0,4}?[A-Z]|(?:\.[A-Za-z]){1,3})|[A-Z]?[a-z]+|[a-z](?:\.[A-Za-z]){1,3})\.?[01]/Rs"
domain-c2	ET MALWARE ABUSE.CH SSL Blacklist Malicious SSL certificate detected (Dridex)	"/^.{2}(?!www)\d?[A-Z]?(?:[a-z]{3,20}\.)?[a-z]{5,}(?:\d[a-z]{5,})?\.[a-z]{2,5}[01]/Rs"
trojan-activity	ET MALWARE Zberp/ZeusVM receiving config via image file (steganography)	"/^[^\x00]+(\xff\xd9)?$/R"
trojan-activity	ET MALWARE Zberp/ZeusVM receiving config via image file (steganography) 2	"/^0103F\x00[^\x00]+(\xff\xd9)?$/R"
